Topic,2013,2014,2015,2016
Job Search,0,0,1,0
Arduino and Robotics,1,1,0,0
NoSQL,4,5,6,2
Language Translations,0,0,0,1
Windows 8 Development,0,1,0,0
Education technology start-ups,0,0,1,0
Mobile Technology,3,11,5,1
Rails,0,1,0,0
Electronics Technology,0,1,0,0
Travel Blogging,0,2,0,0
RepRap,0,1,0,0
Hacking,2,6,1,0
Learn Python The Hard Way,1,0,0,0
IT Kanban,0,0,0,1
GemFire,0,1,1,0
Application Security,0,1,0,0
Open Data,0,1,1,0
Selenium Software,1,0,0,1
Red Hat JBoss Middleware,0,0,1,0
Entrepreneurship,3,10,6,2
Information Governance,0,0,0,1
JavaScript Libraries,0,0,2,0
Self Exploration,0,1,1,0
Growth Hacking,1,0,1,0
E-Business Owners,0,2,0,0
Apache,0,1,0,1
Technology Startups,1,4,5,1
Raspbian,0,0,1,0
Open Source Cloud,1,0,0,0
Personal Kanban,0,0,0,1
Women's Empowerment,0,2,0,0
Drupal 7,0,0,1,0
Motion and Graphic Design,0,1,0,0
Ethical Hacker,1,1,0,0
computer networking,1,1,1,0
Capacity Management,0,1,0,0
User Research,0,2,1,0
Interface,0,1,0,0
Social Media Marketing,1,1,0,0
Windows 8,0,1,0,0
BIG DATA-HADOOP,0,2,2,0
HBase,3,0,0,0
Linux Server,0,1,1,0
Game Programming,0,3,1,0
HDFS,0,0,0,1
Service Bus,0,0,0,1
Enterprise Resource Planning,0,1,0,0
Bitcoin Security,0,1,0,0
Red Hat Identity Management,0,0,1,0
C#.NET,0,1,0,0
Cybersecurity,0,2,1,0
Unity 3D Developers,0,1,0,0
Spring Framework,0,1,0,1
Bitcoin Miners,0,2,0,0
Scrum Practices,1,2,1,0
Go,0,1,0,0
Web Programming,0,1,0,0
Windows Phone 8 Development,0,1,0,0
Continuous Deployment,1,0,0,0
Backbone.js,1,0,0,0
Oracle Database Administration,0,0,0,1
Scrum in real world,1,2,0,0
Innovation,0,4,0,0
JVM Languages,1,0,1,0
Joomla! Template Design,0,1,0,0
Ruby on Rails Amazon Web Services,0,1,0,0
F# Programming,0,0,0,1
Tableau Software,0,0,1,0
Enterprise Servers,0,0,1,0
Bitcoin business model,0,1,0,0
Software Quality,1,3,1,2
Salesforce.com Developers,2,0,0,0
SQL Server,0,2,0,0
Rail Trails,0,1,0,0
Windows 8 Metro App Development,0,1,0,0
M2M,0,1,2,0
HTML,0,1,0,0
Application Performance Management,1,1,0,0
Cross Platform Development,0,0,1,0
Ruby on Rails Testing,0,1,0,0
Microsoft Azure,0,2,1,0
FSharp,0,0,0,1
R Project for Statistical Computing,0,0,1,1
Product Development,0,3,0,0
Quality Management,0,1,0,0
Agile Leadership,1,3,5,2
Service Design,0,1,0,0
Film and Video Production,0,0,1,0
Red Hat Enterprise Virtualization (RHEV),0,0,1,0
Smart Sensors,1,2,2,0
Azure,0,2,1,1
oracle database administrator,0,1,0,0
Social Networking,2,1,0,0
Microsoft SharePoint Technology,0,0,1,0
Rust,0,1,0,0
3D Modeling,0,2,0,0
Cloud Computing,13,12,12,6
Photo Editing,0,0,0,1
New Product Development: Software & Tech,0,3,1,0
Geeks & Nerds,0,0,2,0
Technology,1,2,4,1
CCIE Routing & Switching,0,0,1,0
Creating Amazon Cloud Applications,1,0,1,0
Social Impact,0,0,1,0
Mono,0,0,1,0
Apache Hadoop,1,1,0,0
Product Marketing,0,1,1,0
Sencha,0,1,0,0
Getting started with Python,1,1,0,0
Search Engine Marketing,0,2,0,0
Apache Geode,0,0,1,0
Big Data Ingestion,0,0,1,1
Web Security,1,3,1,1
Video Game Development,0,0,1,0
Wireless Sensor Networks,0,0,1,0
Web of things,0,0,1,0
Organic Search Engine Optimization,0,1,0,0
JSF,0,2,0,0
Social Sector,0,0,1,0
Agile Portfolio Management,0,1,0,0
Agile Coaching,1,5,5,2
ReactJS,1,0,0,0
Bring Angel Investors and Startups Together,0,0,0,1
Atlassian,0,0,1,0
Logo Design,0,0,0,1
Automation,0,2,0,1
User Interface Design,1,2,1,0
